1602258665|1605022413
1605971385|1608651213
1599579555|1608478413
1592814277|1608305613
1605623970|1611156813
1605103284|1607700813
1599920103|1608305613
1605102018|1607700813
1580030849|1607528013
1586949859|1607355213
1604555090|1607182413
1604574533|1607182413
1599829622|1607096013
1603899157|1606664013
1603897796|1606664013
1603040402|1606577613
1580409733|1609169613
1603732117|1606491213
1603701378|1606404813
1600503112|1604590413
1601798617|1607441613
1574774810|1607096013
1600925905|1604244813
1601623272|1604244813
1589258652|1606750413
1601217032|1607096013
1581211769|1603985613
1583357155|1607960013
1601180477|1606491213
1595469396|1603726413
1572622173|1603726413
1594959231|1606404813
1586437407|1608564813
1600442179|1608478413
1580124616|1607873613
1599900868|1607787213
1586688298|1606836813
1597729076|1605886413
1598420720|1603899213
1597859525|1608910413
1597625158|1611156813
1572456187|1607614413
1595576911|1604590413
1592894867|1603812813
1578479874|1606750413
1590238183|1606664013
1586949859|1604331213
1595035667|1616081613
1589192456|1608651213
1593604484|1621265613
1580817362|1610033613
1572436496|1608392013
1572687636|1607268813
1572433438|1607700813
1590752514|1612020813
1572516239|1607009613
1582733155|1608564813
1589729630|1606318413
1589608886|1604244813
1579964387|1605800013
1572510065|1613230413
1589120767|1608046413
1574087499|1606232013
1572535530|1607009613
1588400462|1609688013
1585630787|1607787213
1572883848|1614302490
1573039229|1622302413
1572761850|1608737613
1572431226|1609342413
1572874329|1616342400
1582203971|1611244800
1581314215|1611502413
1578841647|1608392013
1572709956|1628350413
1572684648|1622993613
1572502428|1679093436
1572757737|1617552000
1573105167|1609998539
1573645423|1607270400
1573094044|1606752000
1583030141|1605860610
1575302905|1609688013
1584344228|1675093436
1583745209|1675093436
1603361516|1675093436
1589025242|0
